"","ros_entity_number","ros_entity_name","ros_entity_type","ros_physical_address","ros_physical_city","ros_physical_state","ros_physical_zipcode"
"495",17006512,"centro tecnológico carismático","library","Carr. 123 Km. 35, Bo. Garzas #4","Adjuntas","PR",601
"496",17006552,"casa de la juventud","library","Blanco Sosa ST #14","Vega Baja","PR",694
"497",17006553,"museo casa portela","library","Calle José Julián Acosta #26","Vega Baja","PR",694
"498",17006554,"museo casa alonso","library","Calle Betances #34","Vega Baja","PR",694
"499",17006580,"biblioteca publica jaime fonalledas garriga (main branch)","library","CALLE MUNOZ RIVERA #56","TOA BAJA","PR",951
"500",17006700,"biblioteca revndo eleuterio feliciano crespo main branch","library","CARR. 100 KM. 0.3, AVE. LAS CUMBRES","SAN JUAN","PR",928
"501",17006768,"biblioteca electrónica fuente de esperanza","library","Barriada Morales Calle P-971","Caguas","PR",725
"502",17006933,"centro tecnológico comunidad naranjo","library","Carretera 4419 km.1.5 Int, Naranjo","Moca","PR",676
"503",17006969,"nypl data center-telx","non-instructional facility (nif)","100 Delawanna Ave.","Clifton","NJ",7144
"504",17007118,"green world technology and tutorial center","library","Urb. Royal Town, Calle 49 , Segundo piso","Bayamón","PR",959
"505",17007129,"emari centro de tecnología y tutoría","library","Urb. Royal Town, Calle 50, esq. 49, Local 7","Bayamon","PR",959
"506",17007228,"centro tecnológico ardmb","library","Calle Alelí #505, Urb. Buenaventura","Mayagüez","PR",681
"507",17007268,"centro tecnológico fortaleza de fe","library","Calle del Parque, Esq. Parque del Sol, Urb. Bairoa Park","Caguas","PR",726
"508",17007546,"museo de arqueología historia y epigrafía","library","Calle Luis Muñoz Rivera #147","Guayanilla","PR",656
"509",17007567,"biblioteca abriendo surcos","library","Carr. PR #3 Km 26 Sector Jiménez","Río Grande","PR",745
"510",17007662,"pioneer library system headquarters","non-instructional facility (nif)","2557 STATE RT 21","CANANDAIGUA","NY",14424
"511",17007720,"reaching across illinois library system","library","125 TOWER DR","BURR RIDGE","IL",60527
"512",17007849,"biblioteca electronica casa dominicana","library","calle Sagrado Corazon esq calle","San Juan","PR",936
"513",17007918,"maintenance facility","non-instructional facility (nif)","932 Floyd Drive, Suite 110","Lexington","KY",40505
"514",17008026,"data center","non-instructional facility (nif)","121 Connecticut Avenue","Norwalk","CT",6854
"515",17008029,"biblioteca municipal caguas","library","38 CALLE PADIAL","CAGUAS","PR",725
"516",17008109,"biblioteca fundacion sila m calderon (main library)","library","URB SANTA RITA, 1012 CALLE GONZALEZ","RIO PIEDRAS","PR",925
"517",17008148,"centro de estudio y aprendizaje hermanos sin fronteras","library","Urb. Pagan #10","Cabo Rojo","PR",623
"518",17008184,"centro tecnológico de la cordillera barrio pesas","library","Carr. 149 Km. 18","Ciales","PR",638
"519",17008226,"grover beach","non-instructional facility (nif)","391 FRONT ST STE F","GROVER BEACH","CA",93433
"520",17008244,"county of monterey information technology dept.","non-instructional facility (nif)","1590 Moffett St","salinas","CA",93905
"521",17008299,"centro tecnológico cancha bajo techo barrio montoso","library","Barrio Montoso, Sector La Carmen, Carr. 105 Km. 20.3","Maricao","PR",606
"522",17008300,"centro tecnológico cancha bajo techo indiera baja","library","Carr. 426, Int. 105 Km. 0.0, Barrio Indiera Baja","Maricao","PR",606
"523",17008304,"centro tecnológico programa del adolescente","library","Calle Marcelino Cruz #64","Naranjito","PR",719
"524",17008306,"centro tecnologico faro de luz","library","Calle C#97, Barriada Santa Ana, Puente de Jobos","Guayama","PR",784
"525",17008366,"centro tecnológico servicios múltiples amelia","library","Calle José Celso Barbosa #30 Bo. Pueblo Viejo, Sector Amelia","Guaynabo","PR",970
"526",17008367,"centro tecnológico servicios múltiples juan domingo","library","#3 Calle Flamboyán Urb. Garden Hills Sector Juan Domingo","Guaynabo","PR",970
"527",17008368,"centro tecnológico servicios múltiples santa rosa iii","library","Carr Estatal PR 833 Bo. Santa Rosa III","Guaynabo","PR",970
"528",17008369,"centro tecnológico servicios múltiples santa rosa ii-julio gonzález","library","Centro Tecnológico Servicios Múltiples Santa Rosa II-Julio González","Guaynabo","PR",970
"529",17008370,"centro tecnológico servicios múltiples hato nuevo-fernando rodríguez","library","Carr Estatal PR 834 Km 1.3 Bo. Hato Nuevo","Guaynabo","PR",970
"530",17008371,"centro tecnológico servicios múltiples guaraguao-petra collazo","library","Carr Estatal PR 833 Camino López Cases Bo. Guaraguao","Guaynabo","PR",970
"531",17008380,"biblioteca publica guayama main branch","library","CALLE ASHFORD","GUAYAMA","PR",784
"532",17008477,"biblioteca electronica estancia corazón","library","Carr. #2 Km. 15.7 Barrio Sábalos Edificio Casa de Salud","4to Piso detrás del Centro Médico de Mayagüez","PR",680
"533",17008502,"biblioteca publica humacao","library","AVENIDA FONT MARTELO ESQ. CALLE DOMIGO QUIJANO# 1","HUMACAO","PR",791
"534",17008509,"city administration building","non-instructional facility (nif)","202 C Street","San Diego","CA",92101
"535",17008540,"biblioteca electronica asociacion miembros de la policia - maunabo","library","Carr. 901 Km 2.2","Maunabo","PR",707
"536",17008541,"centro de estudio ferrán-main library","library","Calle A # 58 Final Barriada Ferrán","Ponce","PR",731
"537",17008711,"centro tecnológico y biblioteca reverendo pablo valentín i","library","Carr. 417 km 4.2 Bo Marias","Aguada","PR",602
"538",17008726,"biblioteca electrónica de lares (main branch)","library","2 Calle Pedro Albizu Campos","Lares","PR",669
"539",17008727,"centro tecnologico caparra","library","Carr. # 2 KM .7 HM 7, Bo. Juan Domingo","Bayamón","PR",958
"540",17008728,"biblioteca publica de villalba","library","Calle Munoz Rivera 44","Villalba","PR",766
"541",17008775,"york county library system","non-instructional facility (nif)","118 Pleasant Acres Road","York","PA",17402
"542",17008852,"centro tecnológico barrio la salud","library","Calle Jaguita #61","Mayagüez","PR",680
"543",17008856,"biblioteca electrónica rema","library","Calle Federico Degetau A-1, Urb. Ramírez de Arellano","Mayagüez","PR",681
"544",17008866,"clams","library","270 COMMUNICATION WAY UNIT 4E","HYANNIS","MA",2601
"545",17008876,"centro tecnológico pesca, inc.","library","Calle Osvaldo Davila, Urb. Del Carmen","Hatillo","PR",659
"546",17009043,"biblioteca san agustin del coqui, inc main library","library","CARR #173 KM. 6.4 COMUNIDAD SAN AGUSTIN","BARRIO SUMIDERO","PR",703
"547",17009076,"biblioteca pública san germán","library","Calle Paseo Padres Agustinos","San Germán","PR",683
"548",17009099,"biblioteca publica de aguada main branch","library","159 CALLE COLON","AGUADA","PR",602
"549",17009114,"cumberland county library system headquarters","non-instructional facility (nif)","1601 Ritner Highway Suite 100","Carlisle","PA",17013
"550",17009157,"centro tecnológico envejecientes camarones","library","Bo. Camarones","Guaynabo","PR",970
"551",17009160,"centro tecnológico envejecientes muñoz rivera","library","Sector Muñoz Rivera","Guaynabo","PR",970
"552",17009163,"centro tecnológico liga atlética de guaynabo","library","Sector Lomas del Sol","Guaynabo","PR",970
"553",17009386,"biblioteca publica aguas buenas","library","39 CALLE RAFAEL LASA","AGUAS BUENAS","PR",703
"554",17009396,"centro tecnologico santa maria virgen","library","15 Bda, Clausells Street","Ponce","PR",731
"555",17009445,"biblioteca pública maunabo, rafael rodríguez gonzales","library","Calle Santiago Iglesias 1, Calle R. Barceló #53","Maunabo","PR",707
"556",17009482,"tanf","library","AVE LAS AMERICAS PLAZOLETA LAS","PONCE","PR",717
"557",17009532,"biblioteca museo de arte de ponce","library","2325 Blvd Luis A. Ferre Aguayo","Ponce","PR",717
"558",17009675,"biblioteca publica lajas","library","CARR. 304 PURA PLATTI GONZALEZ","LAJAS","PR",667
"559",17009676,"biblioteca electrónica iglesia de dios pentecostal mi puente jobos","library","776 Calle Lirio","Guayama","PR",784
"560",17009677,"biblioteca publica yauco","library","CALLE SANTIAGO VIVALDI","YAUCO","PR",968
"561",17009679,"professional career training de cidra","library","CALLE BALDORIOTY DE CASTRO","CIDRA","PR",739
"562",17009718,"biblioteca municipal octavio nieves concepcion","library","CALLE ESMERALDA","DORADO","PR",646
"563",17009729,"campamento obispo fred p. corson","library","Carr. 141 Km. 13 Hm .3 Barrio Mameyes","Jayuya","PR",664
"564",17009761,"institución proyecto aprende conmigo","library","CALLE PALMER #1","CIALES","PR",638
"565",17009765,"biblioteca electronica casa de juventud","library","Calle San Jose, Esq. Calle Sanchez Lopez, Bo. Pueblo","GURABO","PR",778
"566",17009768,"biblioteca publica salinas","library","Calle Miguel Ten Esq. Union","Salinas","PR",751
"567",17009772,"biblioteca municipal blanca colberg","library","28 Calle Jose de Diego","Cabo Rojo","PR",623
"568",17009807,"biblioteca residencial hormigueros - main branch","library","AVE LUIS  MUNOZ MARIN","HORMIGUEROS","PR",660
"569",17009809,"accion social de puerto rico, inc-main branch","library","CARR. 19 KM 0.3 BARRIO MONACILLOS","SAN JUAN","PR",970
"570",17009814,"centrol de recurso de apprendizaje de carolina branch","library","CARR #3, KM 11 PQUE IND, DE CAROLINA LOTE 7","CAROLINA","PR",908
"571",17009907,"biblioteca electronica de anasco - main branch","library","CALLE SAN ANTONIO #17","ANASCO","PR",610
"572",17009908,"biblioteca publica cidra - main branch","library","Carr.173 Salida Complejo Deportivo Jesus Maria Freire","Cidra","PR",739
"573",17009925,"centro cibernetico guajataca","library","CARR. #453  INTERIOR BARRIO GUAJATACA","QUEBRADILLA","PR",678
"574",17009945,"biblioteca augusto malaret - main branch","library","CALLE 65","SABANA GRANDE","PR",637
"575",17010159,"centro recio","library","BO. GUARDARRAYA SECTOR RECIO","PATILLAS","PR",723
"576",17010160,"francisco zenon gely","library","BO. QUEBRADA ARRIBA SECTOR REAL","PATILLAS","PR",723
"577",17010181,"biblioteca publica ceiba","library","Calle José T. Quiñones","Ceiba","PR",735
"578",17010239,"biblioteca electronica municipal de aguadilla","library","SAN CARLOS AVE #11","AGUADILLA","PR",603
"579",17010393,"biblioteca comunitaria escuela luis munoz garcia","library","CARR. 694, BARRIO MAGUAYO","DORADO","PR",646
"580",17010394,"biblioteca comunitaria escuela alfonso lopez garcia","library","BARRIO MAMEYAL","DORADO","PR",646
"581",17010616,"biblioteca publica de maricao main branch","library","1 CALLE JOSE DE DIEGO","MARICAO","PR",606
"582",17010837,"biblioteca publica casa alcaldia","library","CALLE 14 DE JULIO, CASA ALCALDIA","LUQUILLO","PR",773
"583",17010843,"biblioteca publica julio rojas reyes","library","Calle Barbosa #1","GUAYANILLA","PR",656
"584",17010870,"biblioteca municipal e infantil mariana suarez de longo","library","BOULEVARD MIGUEL POU","PONCE","PR",733
"585",17010871,"centro digital quebrada del agua","library","BO QUEBRADA DEL AGUA Carr. 132  AL LADO DEL CENTRO COMUNAL","PONCE","PR",733
"586",17010872,"centro digital bo cantera","library","MAYOR CANTERA PASEO PETE El CONDE RODRIGUEZ AL LADO DEL CENTRO COMUNAL","PONCE","PR",733
"587",17010893,"mid-york library system admin building","library","1600 LINCOLN AVE","UTICA","NY",13502
"588",17010970,"hoptan education center (hec) library branch","library","5503 N PARK DR","Washington Park","IL",62204
"589",17011165,"biblioteca virtual dr. rafael marcano blanco (main library)","library","Calle Luis Rivera #154 Sur","San Lorenzo","PR",754
"590",17011195,"centro de servicios a la juventud, inc - main","library","URB. REGIONAL CALLE 3M1","ARECIBO","PR",612
"591",17011258,"fundacion biblioteca rafael hernandez colon, inc.","library","Mayor #50 , esquina Castillo","Ponce","PR",733
"592",17011283,"biblioteca digital de vega baja","library","CARR.#2, INT. LUIS MUNOZ RIVERA, APARTADO 4555","Vega Baja","PR",694
"593",17011326,"biblioteca publica de area corozal","library","CALLE NUEVA","COROZAL","PR",783
"594",17011353,"selco","library","2600 19TH STREET NW","ROCHESTER","MN",55901
"595",17011365,"sam fore jr public library","library","1 LIBRARY LN","FLORESVILLE","TX",78114
"596",17011378,"pioneer library","library","2557 STATE ROUTE 21","CANANDAIGUA","NY",14424
"597",17011381,"four county library","library","304 CLUBHOUSE RD","VESTAL","NY",13850
"598",17011390,"chautauqua cattaraugus headquarters","library","106 WEST 5TH ST","JAMESTOWN","NY",14701
"599",175766,"library service center","non-instructional facility (nif)","10500 WEST 38TH AVE","WHEATRIDGE","CO",80033
"600",184250,"library for the blind and physically handicapped","library","198 WEST ST","ROCKY HILL","CT",6067
"601",18645,"leola library center","library","48 W MAIN ST","LEOLA","PA",17540
"602",199618,"biblioteca publica camuy, bo. quebrada","library","Carr. 455, Interseccion Carr. 454","Camuy","PR",627
"603",199621,"biblioteca pública ciales","library","CALLE CABELINES","CIALES","PR",638
"604",199638,"biblioteca publica de hatillo","library","CALLE VIDAL FELIX, FRENTE A LA PLAZA DE RECREO","HATILLO","PR",659
"605",199654,"biblioteca publica maricao-indiera alta","library","Sector El Treinta","Maricao","PR",606
"606",199698,"biblioteca publica vieques","library","Calle Baldorioty de Castro","Vieques","PR",765
"607",199890,"center for jewish history","library","15 W 16TH ST","NEW YORK","NY",10011
"608",200023,"connecticut clearing house library","library","334 FARMINGTON AVENUE","PLAINVILLE","CT",6062
"609",200271,"missouri state library","library","PO BOX 387","JEFFERSON CITY","MO",65102
"610",201590,"lone tree branch library","library","10055 TOWN RIDGE DR","LONE TREE","CO",80124
"611",20202,"library blind & handicapped","library","919 WALNUT ST","PHILADELPHIA","PA",19107
"612",205014,"hendricks branch library","library","626 N E MAIN ST","SIMPSONVILLE","SC",29681
"613",20642,"ritner children's branch lib","library","2407 S BROAD ST","PHILADELPHIA","PA",19148
"614",206682,"pedro morales baez","library","CARR167SECTORHIGUEROBO.PALOMAS","COMERIO","PR",782
"615",209438,"central plains library system","library","2727 WEST 2ND STREET #233","HASTINGS","NE",68901
"616",210277,"southeast library system","library","5730 R ST., C-1","LINCOLN","NE",68505
"617",211567,"e/la grange branch library","library","301 LIBERTY AVENUE","LA GRANGE","OH",44050
"618",211732,"metro archives branch","library","1115 Elm Hill Pike","NASHVILLE","TN",37210
"619",211764,"main library","library","PO BOX 185","CHILLICOTHE","OH",45601
"620",222127,"western library system","library","115 Railway St.","Scottsbluff","NE",69361
"621",223676,"biblioteca municipal de catano, alberto davila fuertes","library","AVENIDA BARBOSA #165","CATANO","PR",963
"622",223689,"biblioteca publica de arroyo","library","CALLE VIRGILIO SANCHEZ","ARROYO","PR",714
"623",223694,"biblioteca electrónica comunidad de castañer","library","Carr. 135 Km. 64.8","Lares","PR",631
"624",223702,"biblioteca municipal de hormigueros","library","CALLE MATEO FAJARDO #11","HORMIGUEROS","PR",660
"625",223706,"biblioteca municipal de ponce, jaime l drew","library","AVENIDA E, CENTRO COMUNAL JAIME L DREW","PONCE","PR",733
"626",224002,"allegheny county library association","non-instructional facility (nif)","425 6TH AVENUE","PITTSBURGH","PA",15219
"627",225263,"clinton-macomb public library north branch","library","16800 24 MILE ROAD, STE 6","MACOMB","MI",48042
"628",226105,"shaker library","library","707 SHAKER ROAD","NEW GLOUCESTER","ME",4260
"629",229095,"biblioteca infantil del pueblo/vega baja","library","CALLE BALDORIOTY DE CASTRO","VEGA BAJA","PR",694
"630",231010,"barona group branch","library","1095 BARONA ROAD","LAKESIDE","CA",92040
"631",231012,"la jolla band of luiseno branch","library","22000 HIGHWAY 75","PAUMA VALLEY","CA",92061
"632",231013,"la posta band branch","library","8 1/2 CRESTWOOD ROAD","BOULEVARD","CA",91905
"633",231014,"cuyapiape band branch","library","4054 WILLOWS ROAD","ALPINE","CA",91901
"634",231016,"los coyotes branch","library","3000 ISIL ROAD","WARNER SPRINGS","CA",92086
"635",231017,"manzanita branch","library","6 OLD MINE ROAD","BOULEVARD","CA",91905
"636",231018,"mesa grande branch","library","27000 BLACK CANYON ROAD","SANTA YSABEL","CA",92070
"637",231019,"pala band branch","library","35955 PALA TEMECULA ROAD","PALA","CA",92059
"638",231020,"pauma band branch","library","1010 PAUMA RESERVATION ROAD","PAUMA VALLEY","CA",92061
"639",231021,"rincon band branch","library","1 WEST TRIBAL ROAD","VALLEY CENTER","CA",92082
"640",231022,"san pasqual band branch","library","27458 NORTH LAKE WOHLFORD ROAD","VALLEY CENTER","CA",92082
"641",231023,"santa rosa band branch","library","65200 HIGHWAY 74","MOUNTAIN CENTER","CA",92561
"642",231024,"santa ysabel band branch","library","SCHOOL HOUSE CANYON ROAD","SANTA YSABEL","CA",92070
"643",231108,"southern maryland regional library","library","37600 NEW MARKET RD","CHARLOTTE HALL","MD",20622
"644",231645,"library annex","library","19612 HWY 36","COVINGTON","LA",70433
"645",234015,"goshute indian tribe-ibapah library","library","195 TRIBAL CENTER RD","IBAPAH","UT",84034
"646",23509,"dundalk avenue branch library","library","912 DUNDALK AVE","BALTIMORE","MD",21224
"647",24077,"smith island-ewell branch library","library","4005 Smith Island Road","EWELL","MD",21824
"648",25962,"bacon district branch library","library","HWY 15","WYLLIESBURG","VA",23976
"649",26219,"dickenson county branch lib","library","PO BOX 650","CLINTWOOD","VA",24228
"650",26701,"mcclintic public library","library","925 10TH AVE","MARLINTON","WV",24954
"651",39981,"pine level branch library","library","US 231 AND MOORE ROAD","PINE LEVEL","AL",36065
"652",44403,"dorthea stottman br library","library","1251 HILLVIEW BLVD","LOUISVILLE","KY",40229
"653",45019,"fort thomas branch library","library","155 N FORT THOMAS AVE","FORT THOMAS","KY",41075
"654",45060,"summit branch library","library","1016 SUMMITT RD","ASHLAND","KY",41102
"655",48927,"perry heights branch library","library","4001 13TH ST SW","MASSILLON","OH",44646
"656",49541,"trenton branch library","library","21 E STATE ST","TRENTON","OH",45067
"657",49549,"west chester branch library","library","7900 COX RD","WEST CHESTER","OH",45069
"658",49650,"milford branch library","library","934 LILA AVE","MILFORD","OH",45150
"659",50123,"indian mound branch library","library","45 INDIAN DR","ENON","OH",45323
"660",51195,"summitville community library","library","103 S MAIN ST","SUMMITVILLE","IN",46070
"661",52400,"cromwell branch library","library","PO BOX 555","CROMWELL","IN",46732
"662",53455,"hatfield branch library","library","PO BOX 361","HATFIELD","IN",47617
"663",53479,"richland branch library","library","PO BOX 155","RICHLAND","IN",47634
"664",7315,"biblioteca criolla br library","library","194 NEWARK AVE","JERSEY CITY","NJ",7302
"665",75212,"claycomo","library","435 NE 69TH ST","KANSAS CITY","MO",64118
"666",78791,"nebraska library commission","library","1200 N ST STE 120","LINCOLN","NE",68508
"667",79812,"west branch library","library","EAST THIRD STREET","EDGARD","LA",70049
"668",81015,"east feliciana branch library","library","P.O. BOX 8389","CLINTON","LA",70722
"669",81409,"springhill branch library","library","217 N MAIN ST","SPRINGHILL","LA",71075
"670",81881,"calvin branch library","library","255 2ND STREET","Winnfield","LA",71483
"671",81908,"glenmora branch library","library","PO BOX 1206","GLENMORA","LA",71433
"672",81915,"dunbar branch library","library","NONA ST","LEESVILLE","LA",71446
"673",89841,"edith wilson branch library","library","526 SAN JACINTO ST","LA PORTE","TX",77571
"674",97031,"braille & talking book library","library","1030 N  32ND  ST","PHOENIX","AZ",85008
"675",120837,"cooperating libraries automated network inc dba ocean state libraries inc","library","300 Centerville Road","WARWICK","RI",2886
"676",122029,"state of vermont","library","109 STATE ST # STATE","MONTPELIER","VT",5609
"677",131739,"superiorland library co-op","library","1615 PRESQUE ISLE AVE","MARQUETTE","MI",49855
"678",132786,"eastern shores library system","library","4632 S. TAYLOR DRIVE","SHEBOYGAN","WI",53081
"679",133029,"cassville public library","library","100 W AMELIA ST","CASSVILLE","WI",53806
"680",133033,"southwest wisconsin lib system","library","1300 INDUSTRIAL DR","FENNIMORE","WI",53809
"681",133189,"nicolet federated library sys","library","1595 ALLOUEZ AVE STE 4","GREEN BAY","WI",54311
"682",133350,"indianhead federated library","library","1538 TRUAX BLVD","EAU CLAIRE","WI",54703
"683",133860,"carnegie public library","library","EAST BROADWAY","BROWNS VALLEY","MN",56219
"684",16030444,"northeast historic film library","library","85 MAIN STREET","BUCKSPORT","ME",4416
"685",16037545,"modesto city schools library services","non-instructional facility (nif)","1436 WOODLAND AVENUE","MODESTO","CA",95351
"686",16038629,"eagle hill athenaeum","library","59 EAGLE HILL ROAD","STEUBEN","ME",4680
"687",16044123,"upper peninsula region of library cooperation","library","1615 PRESQUE ISLE AVE.","MARQUETTE","MI",49855
"688",16044191,"georgetown historical society","library","20 BAY POINT RD","GEORGETOWN","ME",4548
"689",16044478,"rivermoor","library","201 RIVERMOOR ST.","WEST ROXBURY","MA",2132
"690",16064400,"library","non-instructional facility (nif)","250 SOUTH HWY 65","ST JOE","AR",72675
"691",16065910,"dane county library service","library","1819 ABERG AVE","MADISON","WI",53704
"692",16082792,"the new york public library data center","non-instructional facility (nif)","100 DELAWANNA AVENUE","CLIFTON","NJ",7014
"693",16083432,"los olivos library","library","2374 ALAMO PINTADO AVENUE","LOS OLIVOS","CA",93441
"694",16083436,"santa ynez library","library","3598 SAGUNTO ST","SANTA YNEZ","CA",93460
"695",17005290,"biblioteca electrónica jacaguas","library","Carr. 14 Km. 11","Juana Díaz","PR",795
"696",17005291,"biblioteca electrónica cayabo","library","Carr 512Km 2.3,  Bo. Cayabo Calle 9 final","Juana Díaz","PR",795
"697",17006018,"biblioteca aguilita","library","Calle Del Parque, Esquina Calle 3, Parcelas Nuevas, Bo. Aguilita","Juana Diaz","PR",795
"698",17006702,"vermont state library","library","109 STATE ST","MONTPELIER","VT",5609
"699",17006735,"west virginia library commission","library","1900 Kanawha Blvd E","Charleston","WV",25305
"700",17006970,"library sites and services","non-instructional facility (nif)","31-12 Thomsom","Long Island City","NY",11101
"701",17007954,"milwaukee public library express library- silver spring","library","5550 North 64th Street","Milwaukee","WI",53218
"702",17008030,"eastern shore regional library main branch","library","31901 TRI-COUNTY WAY SUITE 116-B","SALISBURY","MD",21801
"703",17010144,"biblioteca rio canas abajo main branch","library","CALLE # 2 PARCELAS VIEJAS DEL RIO CANAS ABAJO, PO BOX 1409","JUANA DIAZ","PR",795
"704",17010917,"north regional office","library","21182 CENTRE POINTE PKWY","SANTA CLARITA","CA",91350
"705",186093,"wright county-laura ingalls wilder library","library","GENERAL DEL.","MANSFIELD","MO",65704
"706",198519,"heartland regionallibrary-miller county","library","PO BOX 386","IBERIA","MO",65486
"707",220872,"city of mt. dora","library","510 N BAKER ST","MOUNT DORA","FL",32757
"708",224737,"south central library system automation","library","4610 S BILTMORE LN STE 101","MADISON","WI",53718
"709",226084,"coastal resource library at wells reserve","library","342 LAUDHOLM FARM RD","WELLS","ME",4090
"710",27269,"mcmechen branch library","library","23 8TH ST","MC MECHEN","WV",26040
"711",74887,"van buren branch library","library","PO BOX 309","VAN BUREN","MO",63965
"712",88668,"frank branch library","library","6440 W BELLFORT ST","HOUSTON","TX",77035
"713",98152,"portal branch library","library","MAIN ST","PORTAL","AZ",85632
"714",124608,"north country library system","library","22072 COUNTY RT 190","WATERTOWN","NY",13601
"715",17003846,"blooming grove community library","library","301 S. Fordyce St.","Blooming Grove","TX",76626
"716",128037,"library management network inc","library","2132 Sixth Avenue Se Suite 106","Decatur","AL",35601
"717",111170,"hoopa branch library","library","Po Box 1266","Hoopa","CA",95546
"718",128089,"alabama public library service","library","6030 Monticello Dr","Montgomery","AL",36117
"719",16056243,"hillcrest community center","library","10401 Hillcrest Road","Kansas City","MO",64134
"720",16056244,"marlborough community center","library","8200 Paseo Street","Kansas City","MO",64131
"721",16059601,"platte county resourse center","library","11724 Nw Plaza Circle","Kansas City","MO",64153
"722",16078600,"chabad org","library","100 William Street 21st Floor","New York","NY",10038
"723",17011341,"chabad.org","library","784 Eastern Pkwy Ste 405","Brooklyn","NY",11213
"724",186093,"wright county-laura ingalls wilder library","library","General Del.","Mansfield","MO",65704
"725",198519,"heartland regionallibrary-miller county","library","Po Box 386","Iberia","MO",65486
"726",74887,"van buren branch library","library","Po Box 309","Van Buren","MO",63965
"727",75212,"claycomo","library","435 Ne 69th St","Kansas City","MO",64118
"728",129174,"ohio state library","library","274 East 1st Avenue","Columbus","OH",43201
"729",129879,"southwest ohio and neighboring libraries","library","10815 Indeco Drive, Suite 200","Cincinnati","OH",45241
"730",129939,"flesh public library","library","124 W Greene St","Piqua","OH",45356
"731",17006712,"norweld","library","181 1/2 S Main St","Bowling Green","OH",43402
"732",17011071,"southeast ohio library center","library","40780 Marietta Rd","Caldwell","OH",43724
"733",17011077,"southeast regional library system - main","library","252 W 13th St","Wellston","OH",45692
"734",17014281,"northeast ohio regional library system-main","library","1580 Georgetown Rd","Hudson","OH",44236
"735",211764,"main library","library","Po Box 185","Chillicothe","OH",45601
"736",16064400,"library","non-instructional facility (nif)","250 South Hwy 65","St Joe","AR",72675
"737",16029536,"agnes parr technology and library resource center","non-instructional facility (nif)","5200 Cleghorn Canyon Road","Rapid City","IA",57102
"738",115263,"foster library","library","4205 S 142nd St","Seattle","WA",98168
"739",133559,"metropolitan lib svc agency","library","1619 Dayton Avenue","Saint Paul","MN",55104
"740",138234,"elkhorn public library","library","401 Glenn St","Elkhorn","NE",68022
"741",156077,"colorado talking book library","library","180 Sheridan Boulevard","Denver","CO",80226
"742",16027144,"library facilities suppport","non-instructional facility (nif)","10790 W. 50th Avenue Unit 100","Wheat Ridge","CO",80033
"743",16053591,"chambers plaza library","library","15057-Ce. Colfax Ave","Aurora","CO",80011
"744",16057874,"irish library","library","1106 North Central Ave","Phoenix","AZ",85003
"745",16060459,"youth service center","library","1211 E Alder","Seattle","WA",98122
"746",16060460,"shipping and receiving","non-instructional facility (nif)","8114 304th Ave S.E","Preston","WA",98050
"747",16063431,"st george branch library","library","88 W 100 S","St George","UT",84770
"748",17006620,"washington state library","library","6880 Capitol Blvd S","Tumwater","WA",98504
"749",17010869,"maintenance facility","non-instructional facility (nif)","730 E Pacific Ave","Spokane","WA",99202
"750",17011376,"beck public library","library","800 Telluride St","Aurora","CO",80011
"751",17011380,"moorhead public library","library","2390 Havana St","Aurora","CO",80010
"752",175766,"library service center","non-instructional facility (nif)","10500 West 38th Ave","Wheatridge","CO",80033
"753",96417,"alta reading room","library","10351 E State Highway 210","Alta","UT",84092
"754",203816,"bcl - aarlc & cc","library","20th & Sistrunk Blvd","Fort Lauderdale","FL",33311
"755",17003431,"centro de estudio y aprendizaje del centro de leonismo puertorriqueño","library","Campamento Raúl Buxeda, Apartado 310, Bo. Helechal","Barranquitas","PR",794
"756",127584,"welaka woman's club library","library","Po Box 1016","Welaka","FL",32193
"757",16042769,"bostwick library","library","125 Tillman Street","Bostwick","FL",32007
"758",16043418,"warehouse","non-instructional facility (nif)","Parsons Road","Columbus","OH",43215
"759",230129,"operations center","library","Us Routh 62 & Stygler Road","Gahanna","OH",43230
"760",17005370,"broad street archives","library","500 Broad Street","Newark","NJ",7102
"761",17005371,"commerce branch library","library","34 Commerce Street","Newark","NJ",7102
"762",16055839,"bookmobile garage","non-instructional facility (nif)","506 Waller St","Portsmouth","OH",45662
"763",50641,"w gordon ryan library","library","103 Lucasville-Minford Rd","Lucasville","OH",45648
"764",142238,"hudson public library","library","100 S. Beech Street","Hudson","CO",80642
"765",126125,"fallsington library company","library","139 Yardley Ave","Fallsington","PA",19054
"766",16036937,"braddock carnegie library-turtle creek branch","library","519 Penn Ave","Turtle Creek","PA",15145
"767",16080509,"integrated library/related services","non-instructional facility (nif)","216 S Oxford Ave","Los Angeles","CA",90004
"768",16751,"bookmobile center","library","50 Alexander St","Pittsburgh","PA",15220
"769",204091,"pine satellite","library","700 Warrendale Rd","Gibsonia","PA",15044
"770",224002,"allegheny county library association","non-instructional facility (nif)","425 6th Avenue","Pittsburgh","PA",15219
"771",16076290,"support services center","non-instructional facility (nif)","885 Bert Kouns Industrial Loop","Shreveport","LA",71118
"772",16037545,"modesto city schools library services","non-instructional facility (nif)","1436 Woodland Avenue","Modesto","CA",95351
"773",17000500,"centro tecnológico cristo pobre ii","library","Calle Union # 128","Ponce","PR",733
"774",17000501,"centro tecnológico cristo pobre iii","library","Carr. 132 Ramal 500,  Parcelas Quebrada Del Agua","Ponce","PR",733
