"","ros_entity_number","ros_entity_name","ros_entity_type","ros_physical_address","ros_physical_city","ros_physical_state","ros_physical_zipcode"
"1092",16051540,"centro comunal residencial rio plata","library","Carr 156, Km 3.3, 18 Calle A. Do. Palomas Abajo","Comerio","PR",782
"1093",16051542,"centro comunal vega redonda","library","Bo Naranjo Sector Sabana Carr 172 Km 1.6","Comerio","PR",782
"1094",16059710,"biblioteca electronica manuel martorell","library","Fisica: Barriada Passarell Calle 10","Comerio","PR",782
"1095",16064305,"book mobile","library","503 Kinsey Road","Xenia","OH",45385
"1096",16067171,"centro tecnologico la puntilla","library","Carr 156 Rte 749, Bo. Rio Hondo","Comerio","PR",782
"1097",17021361,"marion public library","library","100 S Cedar","Marion","SD",57043
"1098",206682,"pedro morales baez","library","Carr167sectorhiguerobo.Palomas","Comerio","PR",782
"1099",17010616,"biblioteca publica de maricao main branch","library","1 Calle Jose De Diego","Maricao","PR",606
"1100",17015504,"california state library - sutro","library","1630 Holloway Ave. Drive","San Francisco","CA",95132
"1101",16028506,"biblioteca electronica villa albizu candelaria","library","Carr 865 Km 5","Toa Baja","PR",949
"1102",16052551,"centro comunal macun","library","Calle Flamboyan","Toa Baja","PR",949
"1103",16052557,"centro comunal villa marisol","library","Calle Las Flores, Esquina Azucena","Toa Baja","PR",949
"1104",17006580,"biblioteca publica jaime fonalledas garriga (main branch)","library","Calle Munoz Rivera #56","Toa Baja","PR",951
"1105",17020118,"san juan ridge community library","library","18841 Oak Tree Rd","Nevada City","CA",95959
"1106",16052943,"centro mvil de educacion tecnologico","library","P. O. Box 2106","Orocovis","PR",720
"1107",16052944,"archivos historicos","library","P. O. Box 2106","Orocovis","PR",720
"1108",16052945,"centro cibernetico de orocovis","library","P. O. Box 2106","Orocovis","PR",720
"1109",17004074,"centro tecnológico ramona rosario (aspri)","library","Bo. Piñas Carr. 775 Km 0.6 Comerio (En El Pueblo Al Lado De Assmca","Comerio","PR",782
"1110",17004077,"centro tecnológico de servicios comunitarios de yabucoa (aspri)","library","Urb. Reparto Horizonte Calle 1 A-100  (En Los Altos Del Centro De Servicios Mutiples) (Al Final De La Calle Del Cementerio Municipal)","Yabucoa","PR",767
"1111",17004078,"centro tecnológico josefina rivera de aramburu (aspri)","library","Urb. Reparto Horizonte Calle 1 A-100 (Al Final De La Calle Del Cementerio Municipal)","Yabucoa","PR",767
"1112",17004080,"centro tecnológico rayito de luz (aspri)","library","Calle Cesár Gonzalez # C-1 (Antigua Biblioteca Municipal, Al Lado De La Alcaldia)","Adjuntas","PR",601
"1113",17004161,"centro de servicios múltiples de arroyo (aspri)","library","Calle Morse # 110 (En El Pueblo Al Lado De La Alcaldia, Antiguo Hospital De Arroyo)","Arroyo","PR",714
"1114",17004184,"centro tecnológico de servicios comunitarios de corozal (aspri)","library","Calle Nueva # 14 (Antiguas Facilidades Parque De Bombas)","Corozal","PR",783
"1115",17004185,"centro de servicios múltiples de lares (aspri)","library","Bo. Lares Carr. # 111 Km 22.8  (Cerca De Eco Max Gasoline)","Lares","PR",669
"1116",17004188,"centro de servicios múltiples de morovis aspri)","library","Barrio Unibon Parcelas Ramón Pabón,   (Cerca De La Cancha Bajo Techo)","Morovis","PR",687
"1117",17004192,"centro de servicios múltiples de aguadilla (aspri)","library","Calle Delicias # 1518 Barrio San Antonio Aguadilla,( Cerca Del Aeropuerto)","Aguadilla","PR",603
"1118",17004193,"centro de servicios múltiples de maricao (aspri)","library","Carretera 105 Interior (Al Costado Del Coliseo Municipal De Maricao),","Maricao","PR",606
"1119",17004199,"centro de servicios múltiples de san sebastián (aspri)","library","Ciudad De Oro Ave. Flamboyán # 500 Urb. Culebrinas","San Sebastián","PR",685
"1120",17004203,"centro tecnológico de río grande (aspri)","library","Carr. 187 Km 1.5 Barrio Herrera","Rio Grande","PR",745
"1121",17006275,"municipality of orocovis","library","Pr 157 Km 2.. Bo. Cacao","Orocovis","PR",720
"1122",17009812,"biblioteca publica orocovis library","library","Po Box 2106","Orocovis","PR",720
"1123",16057350,"biblioteca electronica espino","library","Barrio Espino, Carr. 109 Km. 5.8","Anasco","PR",610
"1124",16057353,"biblioteca electronica concovada","library","Barrio Concovada, Carr. 420 Km.3.7","Anasco","PR",610
"1125",16079907,"centro tec. caguabo","library","Carr. 115, Sector La Tosca, Cagubo, Anasco","Anasco","PR",610
"1126",16083949,"centro tecnologico daguey","library","Urb. Reparto Daguey, Calle #7","Anasco","PR",610
"1127",16083950,"centro tecnologico parcelas maria","library","Carr. 402 Km. 5 Bo. Marias","Anasco","PR",610
"1128",16083952,"centro tecnologico carreras cancha","library","Carr. 405 Km 1.2 Bo. Carreras","Anasco","PR",610
"1129",17008477,"biblioteca electronica estancia corazón","library","Carr. #2 Km. 15.7 Barrio Sábalos Edificio Casa De Salud","4to Piso Detrás Del Centro Médico De Mayagüez","PR",680
"1130",17009907,"biblioteca electronica de anasco - main branch","library","Calle San Antonio #17","Anasco","PR",610
"1131",16057390,"biblioteca electronica blondet","library","Carr. 3 Barrio Blondet","Guayama","PR",785
"1132",16057392,"biblioteca electronica guamani","library","Carr. 179 Barrio Guamani","Guayama","PR",784
"1133",16057393,"biblioteca electronica puente de jobos","library","Carr. 707 Barrio","Puente De Jobos","PR",785
"1134",16057394,"biblioteca electronica corazon","library","Carr. 748 Barrio","Corazon","PR",784
"1135",16059701,"biblioteca electronica luis pales matos","library","Carretera Machete 744","Guayama","PR",784
"1136",16063132,"biblioteca satelite olimpo","library","Bo. Olimpo Calle 1 Num 68 Esquina 2, Po Box 360","Guayama","PR",785
"1137",16063135,"biblioteca satelite barrancas","library","Barrancas Calle 3 #086, Po Box 360","Guayama","PR",785
"1138",16063137,"biblioteca satelite comunidad mosquito","library","Carr. 3 K.M. 155, Po Box 360","Guayama","PR",785
"1139",16063138,"biblioteca satelite pueblito del carmen","library","Bo Pueblito Del Carmen Carr.712 Int.7712","Guayama","PR",785
"1140",16068028,"biblioteca satelite borinquen","library","Francisco G Bruno Final","Guayama","PR",784
"1141",16068060,"biblioteca satelite de puerto jobos","library","Carr #3 Interseccion 707 Calle D","Guayama","PR",785
"1142",16068080,"biblioteca satelite carite","library","Carr. 179 Km 10.3","Guayama","PR",784
"1143",16068082,"biblioteca satellite cimarrona","library","Bo. Cimarrona Parcelas Vueva #90","Guayama","PR",784
"1144",16068088,"biblioteca satelite loma del viento","library","Calle Sol #152","Guayama","PR",784
"1145",16068090,"biblioteca satelite vives","library","Urb. Vives Calle C #143","Guayama","PR",784
"1146",17005291,"biblioteca municipal juana díaz","library","Plaza Del Mercado De Juana Díaz, Pr-14, Calle Comerio, K 9-12","Juana Díaz","PR",795
"1147",17008380,"biblioteca publica guayama main branch","library","Calle Ashford","Guayama","PR",784
"1148",17010144,"biblioteca rio canas abajo main branch","library","Calle # 2 Parcelas Viejas Del Rio Canas Abajo, Po Box 1409","Juana Diaz","PR",795
"1149",143269,"new mexico state library","library","1209 Camino Carlos Rey","Santa Fe","NM",87507
"1150",81915,"dunbar branch library","library","Nona St","Leesville","LA",71446
"1151",16061701,"centrol tecnologico aguas claras","library","Calle Rosa #202","Ceiba","PR",735
"1152",17020920,"resurgens, inc.  espiritu santo project","library","Oficina Administrativa","Aguas Buenas","PR",703
"1153",234319,"childrens museum of houston","library","1500 Binz","Houston","TX",77004
"1154",88668,"frank branch library","library","6440 W Bellfort St","Houston","TX",77035
"1155",16035594,"centro criollo de info-tomas de castro","library","Violet Street Bo. Tomas De Castro Parcela 1","Caguas","PR",726
"1156",148487,"the ohio public library information network (office)","library","2323 W 5th Ave. Suite 130","Columbus","OH",43204
"1157",16055335,"tccl support service center","non-instructional facility (nif)","1339 N. Lansing","Tulsa","OK",74106
"1158",16074091,"tccl server room/annex","non-instructional facility (nif)","633 W. Third","Tulsa","OK",74116
"1159",16074126,"tccl administrative offices","non-instructional facility (nif)","4401 S Sheridan","Tulsa","OK",74116
"1160",205014,"hendricks branch library","library","626 N E Main St","Simpsonville","SC",29681
"1161",17011381,"four county library","library","304 Clubhouse Rd","Vestal","NY",13850
"1162",16070933,"centro ciberntico leonardo aviles","library","Ave. Muñoz Rivera Esquina San Juan Calle 119","Camuy","PR",627
"1163",17000020,"centro tecnológico api","library","Calla 14 Al Final Parcela 125, Bo. La Central","Canóvanas","PR",729
"1164",17007697,"pitirre - conexion a tu recuperacion","library","Hospital Universitario Dr. Ramon Ruiz Arnau (Hurra), Segundo Piso","Bayamon","PR",956
"1165",17008856,"biblioteca electrónica rema","library","Calle Federico Degetau A-1, Urb. Ramírez De Arellano","Mayagüez","PR",681
"1166",17015419,"biblioteca juvenil de mayagüez","library","53 E Calle Candelaria","Mayagüez","PR",680
"1167",17021729,"centro cibernetico municipal bo. puertos","library","Carr. 119 R. 456 Km. 8.3 Int.","Camuy","PR",627
"1168",17021101,"centro tecnológico ib rio piedras","library","Calle Brumbaugh 1058","San Juan","PR",928
"1169",17021104,"centro tecnológico ib rio grande","library","Urb. Alturas De Río Grande Ave.","Rio Grande","PR",745
"1170",17021122,"biblioteca seminario evangélico pr","library","776 Avenida Juan Ponce De León","San Juan","PR",925
"1171",17021127,"centro tecnológico ib mamey","library","Carr. 933 Km. 1.6 Bo. Mamey","Gurabo","PR",778
"1172",17021129,"centro tecnológico ib palmer","library","Carr. 3 Km. 29.9 Bo. Palmer","Palmer","PR",721
"1173",17021131,"centro tecnológico corma","library","Calle Gautier Benitez #78","Caguas","PR",726
"1174",199663,"biblioteca publica penuelas","library","Edif. Elena Rivera","Penuelas","PR",624
"1175",198519,"heartland regionallibrary-iberia-miller county","library","304 N Saint Louis St","Iberia","MO",65486
"1176",16040215,"internet archive","library","300 Funston Ave","San Francisco","CA",94118
"1177",17012815,"law library","library","500 N Loraine St Ste 102","Midland","TX",79701
"1178",17020828,"asociación comunitaria  llanos tuna  biblioteca la capilla","library","Carr.300 Km. 5.2 Sector La Capilla","Barrio Llanos Tuna","PR",623
"1179",16044650,"biblioteca rafaela prieto","library","Ave Hostos Entre Escuelas Santiago Gonzales Y","Ponce","PR",733
"1180",16044653,"bibloteca coto laurel","library","Calle Los Santos, Bo Coto Laurel","Ponce","PR",733
"1181",16044654,"biblioteca rosario latorre","library","Po Box 331709","Ponce","PR",733
"1182",16044657,"centro de educacion digital","library","Calle Marina 9215 Frente A La Plaza Dejetau Al Lad","Ponce","PR",733
"1183",16044658,"bibilioteca centro perlecia cerebral","library","Callejon Trujillo","Ponce","PR",733
"1184",16044659,"biblioteca quebrada limon","library","Bo Quebrada Lilmon","Ponce","PR",733
"1185",16071147,"centro educativo digital raices","library","Pr-511r Sector Raices Bo Anon","Ponce","PR",733
"1186",16081299,"instituto de musica 1","library","Juan Morell Campos Calle Cristina","Ponce","PR",730
"1187",16081300,"instituto de musica 2","library","Esquina Mayor","Ponce","PR",730
"1188",16081301,"centro de educacion digital punta diamente","library","Bo. Punta Diamante","Ponce","PR",730
"1189",16082936,"centro digital brisas del caribe","library","Centro Comunal Brisas Del Caribe Calle Principal","Ponce","PR",728
"1190",17010870,"biblioteca municipal e infantil mariana suarez de longo","library","Boulevard Miguel Pou","Ponce","PR",733
"1191",17010871,"centro digital quebrada del agua","library","Bo Quebrada Del Agua Carr. 132  Al Lado Del Centro Comunal","Ponce","PR",733
"1192",17010872,"centro digital bo cantera","library","Mayor Cantera Paseo Pete El Conde Rodriguez Al Lado Del Centro Comunal","Ponce","PR",733
"1193",223706,"biblioteca municipal de ponce, jaime l drew","library","Avenida E, Centro Comunal Jaime L Drew","Ponce","PR",733
"1194",26219,"dickenson county branch lib","library","Po Box 650","Clintwood","VA",24228
"1195",17021775,"black creek branch","library","215 N 21st St","Gadsden","AL",35904
"1196",105603,"silverado branch library","library","28192 Silverado Canyon Rd","Silverado","CA",92676
"1197",17007662,"pioneer library system headquarters","non-instructional facility (nif)","2557 State Rt 21","Canandaigua","NY",14424
"1198",131739,"superiorland library co-op","library","1615 Presque Isle Ave","Marquette","MI",49855
"1199",16044123,"upper peninsula region of library cooperation","library","1615 Presque Isle Ave.","Marquette","MI",49855
"1200",17021663,"nsisd library noc","non-instructional facility (nif)","800 North Rancho Road","Nixon","TX",78140
"1201",16057682,"centro tecnologico dominguito","library","635 Barrio Dominguito","Arecibo","PR",616
"1202",16057687,"centro tecnologico sabana hoyos","library","639 Barrio Sabana Hoyos","Arecibo","PR",688
"1203",89841,"edith wilson branch library","library","526 San Jacinto St","La Porte","TX",77571
"1204",125201,"west newton public library","library","124 N Water St","West Newton","PA",15089
"1205",125379,"new alexandria public library","library","W Main St","New Alexandria","PA",15670
"1206",17010142,"westmoreland county federated library system","non-instructional facility (nif)","226 Donohoe Rd Suite 202","Greensburg","PA",15601
"1207",17021653,"west loop branch library","library","122 N Aberdeen St","Chicago","IL",60607
"1208",17020546,"north region office (makmo van)","library","21182 Centre Pointe Parkway,","Santa Clarita","CA",91350
"1209",120837,"cooperating libraries automated network inc dba ocean state libraries inc","library","300 Centerville Road","Warwick","RI",2886
"1210",151750,"redwood library","library","50 Bellevue Avenue","Newport","RI",2840
"1211",17023833,"cincinnati-hamilton county distribution center","non-instructional facility (nif)","1130 Findlay Street","Cincinnati","OH",45214
"1212",124608,"north country library system","library","22072 County Rt 190","Watertown","NY",13601
"1213",124860,"western ny lib rsrcs council","library","4950 Genesee St Ste 170","Cheektowaga","NY",14225
"1214",125105,"south central regional library council","library","Clinton Hall, 108 North Cayuga Street","Ithaca","NY",14850
"1215",126021,"luzerne county library system","library","71 S Franklin St","Wilkes Barre","PA",18701
"1216",126509,"library of virginia","library","800 E Broad St","Richmond","VA",23219
"1217",128244,"stones river regional library","library","2118 E. Main Street","Murfreesboro","TN",37130
"1218",128261,"tennessee state library and archives","library","403 7th Ave North","Nashville","TN",37243
"1219",128508,"falling water river regional library","library","208 Minnear St","Cookeville","TN",38501
"1220",137724,"southeast kansas lib system","library","218 E Madison St","Iola","KS",66749
"1221",138151,"southwest kansas lib system","library","100 Military Ave, Suite 210","Dodge City","KS",67801
"1222",140787,"stella hill memorial library","library","158  W San Antonio, Po Box 98","Alto","TX",75925
"1223",141757,"central texas library system","library","5806 Mesa Dr","Austin","TX",78731
"1224",141922,"silverton library","library","405 Broadway","Silverton","TX",79257
"1225",147493,"northeast ks library system","library","4317 West 6th Street","Lawrence","KS",66049
"1226",148177,"middletown library service center","library","786 S Main","Middletown","CT",6457
"1227",149894,"lone cone library district dba norwood public library","library","1110 Lucerne Street","Norwood","CO",81423
"1228",16020572,"southeastern new york library resources council","library","21 S. Elting Corners Road","Highland","NY",12528
"1229",16021103,"biblioteca publica cayey de st thomas","library","P.O. Box 371330","Cayey","PR",737
"1230",16021247,"data center","library","7615 Disalle Boulevard","Fort Wayne","IN",46825
"1231",16023109,"outreach","non-instructional facility (nif)","300 Ne 50th Street","Oklahoma City","OK",73105
"1232",16023902,"cooper community library","library","230 North First Street","Oakwood","OH",45873
"1233",16037922,"national wwii museum teacher resource library","library","945 Magazine St","New Orleans","LA",70130
"1234",16039582,"centro digital diamantino","library","Apartado # 8","Carolina","PR",986
"1235",16040562,"biblioteca neris i. crespo","library","Ave. Ramey Calle Sol","Aguadilla","PR",603
"1236",16045752,"red gigante2.net","library","Apartado 8","Carolina","PR",989
"1237",16047722,"louisiana resource center for educators  2","library","5550 Florida Blvd","Baton Rouge","LA",70806
"1238",16049240,"biblioteca de la comunidad sabana abajo","library","Carr. 190 Barrio Sabana Abajo","Carolina","PR",986
