"","FSCSKEY","FSCS_SEQ","LIBNAME","STABR","ADDRESS","POPU_LSA","POP_CATEGORY","ros_entity_number","ros_entity_name"
"4706","IL0172",3,"NORTH BRANCH","IL","2026 CENTRAL STREET",74486,"50to100K",NA,NA
"4707","IL0172",6,"CHICAGO AVENUE/MAIN STREET BRANCH","IL","900 CHICAGO AVENUE, SUITE 102",74486,"50to100K",NA,NA
"4708","IL0173",2,"EVANSVILLE PUBLIC LIBRARY","IL","602 PUBLIC STREET",701,"Under5k",NA,NA
"4709","IL0174",2,"EVERGREEN PARK PUBLIC LIBRARY","IL","9400 SOUTH TROY AVENUE",19852,"5to25K",NA,NA
"4710","IL0175",2,"DOMINY MEMORIAL LIBRARY","IL","201 SOUTH THIRD STREET",3757,"Under5k",NA,NA
"4711","IL0176",2,"FAIRFIELD PUBLIC LIBRARY","IL","300 SOUTH EAST SECOND STREET",5154,"5to25K",136738,"Fairfield Public Library"
"4712","IL0177",2,"VANCE TOWNSHIP LIBRARY","IL","107 SOUTH MAIN STREET",1057,"Under5k",NA,NA
"4713","IL0178",2,"FAIRVIEW HEIGHTS PUBLIC LIBRARY","IL","10017 BUNKUM ROAD",17078,"5to25K",136416,"Fairview Heights Public Library"
"4714","IL0179",2,"FARMER CITY PUBLIC LIBRARY","IL","109 EAST GREEN STREET",2037,"Under5k",NA,NA
"4715","IL0180",2,"FARMINGTON AREA PUBLIC LIBRARY DISTRICT","IL","411 NORTH LIGHTFOOT ROAD",7020,"5to25K",226266,"Farmington  Area Public Library District"
"4716","IL0181",2,"FLORA PUBLIC LIBRARY","IL","216 NORTH MAIN STREET",5070,"5to25K",136743,"Flora Public Library"
"4717","IL0182",2,"FLOSSMOOR PUBLIC LIBRARY","IL","1000 STERLING AVENUE",9464,"5to25K",NA,NA
"4718","IL0183",2,"FONDULAC PUBLIC LIBRARY DISTRICT","IL","400 RICHLAND STREET",22754,"5to25K",NA,NA
"4719","IL0184",2,"FOREST PARK PUBLIC LIBRARY","IL","7555 JACKSON BOULEVARD",14167,"5to25K",NA,NA
"4720","IL0185",2,"FORREST PUBLIC LIBRARY DISTRICT","IL","301 WEST JAMES STREET",2153,"Under5k",NA,NA
"4721","IL0186",2,"FORRESTON PUBLIC LIBRARY","IL","204 FIRST AVENUE",1446,"Under5k",NA,NA
"4722","IL0187",2,"FORSYTH PUBLIC LIBRARY","IL","268 SOUTH ELWOOD STREET",3490,"Under5k",NA,NA
"4723","IL0188",2,"FOSSIL RIDGE PUBLIC LIBRARY DISTRICT","IL","386 WEST KENNEDY ROAD",14803,"5to25K",NA,NA
"4724","IL0188",3,"FOSSIL RIDGE PUBLIC LIBRARY DISTRICT BOOKMOBILE","IL","386 WEST KENNEDY ROAD",14803,"5to25K",NA,NA
"4725","IL0189",4,"FOUNTAINDALE PUBLIC LIBRARY DISTRICT BOOKMOBILE","IL","300 WEST BRAIRCLIFF ROAD",67683,"50to100K",NA,NA
"4726","IL0189",5,"FOUNTAINDALE PUBLIC LIBRARY DISTRICT","IL","300 WEST BRIARCLIFF ROAD",67683,"50to100K",NA,NA
"4727","IL0190",2,"FOX LAKE PUBLIC LIBRARY DISTRICT","IL","255 EAST GRAND AVENUE",25284,"25to50K",NA,NA
"4728","IL0191",2,"FOX RIVER GROVE PUBLIC LIBRARY DISTRICT","IL","407 LINCOLN AVENUE",4854,"Under5k",NA,NA
"4729","IL0192",2,"FRANKFORT PUBLIC LIBRARY DISTRICT","IL","21119 SOUTH PFEIFFER ROAD",30484,"25to50K",NA,NA
"4730","IL0193",2,"FRANKLIN GROVE PUBLIC LIBRARY","IL","112 SOUTH ELM STREET",1021,"Under5k",NA,NA
"4731","IL0194",2,"FRANKLIN PARK PUBLIC LIBRARY DISTRICT","IL","10311 GRAND AVENUE",18333,"5to25K",NA,NA
"4732","IL0195",2,"FREEPORT PUBLIC LIBRARY","IL","100 EAST DOUGLAS STREET",25638,"25to50K",135860,"Freeport Public Library"
"4733","IL0196",2,"FREMONT PUBLIC LIBRARY DISTRICT","IL","1170 NORTH MIDLOTHIAN ROAD",37499,"25to50K",NA,NA
"4734","IL0197",3,"GAIL BORDEN PUBLIC LIBRARY DISTRICT","IL","270 NORTH GROVE AVENUE",144597,"100Kover",17008659,"Main Library"
"4735","IL0197",4,"RAKOW BRANCH LIBRARY","IL","2751 WEST BOWES ROAD",144597,"100Kover",17008635,"Rakow Branch"
"4736","IL0197",5,"SOUTH ELGIN BRANCH LIBRARY","IL","127 S. MCLEAN BLVD",144597,"100Kover",17005237,"South Elgin Branch"
"4737","IL0197",6,"BOOKMOBILE","IL","270 N. GROVE AVENUE",144597,"100Kover",NA,NA
"4738","IL0198",2,"GALENA PUBLIC LIBRARY DISTRICT","IL","601 SOUTH BENCH STREET",4606,"Under5k",NA,NA
"4739","IL0199",2,"GALESBURG PUBLIC LIBRARY","IL","40 EAST SIMMONS STREET",32195,"25to50K",136061,"Galesburg Public Library"
"4740","IL0200",2,"GALVA PUBLIC LIBRARY DISTRICT","IL","120 NORTHWEST THIRD AVENUE",3570,"Under5k",NA,NA
"4741","IL0201",2,"GENESEO PUBLIC LIBRARY DISTRICT","IL","805 NORTH CHICAGO STREET",14633,"5to25K",135956,"Geneseo Public Library Dist"
"4742","IL0202",2,"GENEVA PUBLIC LIBRARY DISTRICT","IL","127 JAMES STREET",30505,"25to50K",NA,NA
"4743","IL0203",2,"GENOA PUBLIC LIBRARY DISTRICT","IL","240 WEST MAIN STREET",5193,"5to25K",NA,NA
"4744","IL0204",2,"GEORGETOWN PUBLIC LIBRARY","IL","102 WEST WEST STREET",3474,"Under5k",136283,"Georgetown Public Library"
"4745","IL0205",2,"MOYER DISTRICT LIBRARY","IL","618 S. SANGAMON AVE.",5402,"5to25K",NA,NA
"4746","IL0206",2,"GILLESPIE PUBLIC LIBRARY","IL","201 WEST CHESTNUT STREET",3319,"Under5k",NA,NA
"4747","IL0207",2,"GILMAN-DANFORTH DISTRICT LIBRARY","IL","715 NORTH MAPLE STREET",3032,"Under5k",135805,"Gilman Danforth District Library"
"4748","IL0208",2,"GIRARD TOWNSHIP LIBRARY","IL","201 WEST MADISON STREET",2466,"Under5k",NA,NA
"4749","IL0209",2,"GLEN ELLYN PUBLIC LIBRARY","IL","400 DUANE STREET",27450,"25to50K",NA,NA
"4750","IL0210",2,"GLENCOE PUBLIC LIBRARY","IL","320 PARK AVENUE",8723,"5to25K",NA,NA
"4751","IL0211",2,"GLENSIDE PUBLIC LIBRARY DISTRICT","IL","25 EAST FULLERTON AVENUE",36259,"25to50K",NA,NA
"4752","IL0212",2,"GLENVIEW PUBLIC LIBRARY","IL","1930 GLENVIEW ROAD",44692,"25to50K",NA,NA
"4753","IL0213",2,"GLENWOOD-LYNWOOD PUBLIC LIBRARY DISTRICT","IL","19901 STONY ISLAND AVENUE",17976,"5to25K",NA,NA
"4754","IL0213",3,"GLENWOOD-LYNWOOD PUBLIC LIBRARY DISTRICT BOOKMOBILE","IL","19901 STONY ISLAND AVENUE",17976,"5to25K",NA,NA
"4755","IL0214",2,"GOLCONDA PUBLIC LIBRARY","IL","126 WEST MAIN STREET",668,"Under5k",136824,"Golconda Public Library"
"4756","IL0216",2,"GRANDE PRAIRIE PUBLIC LIBRARY DISTRICT","IL","3479 WEST 183RD STREET",30641,"25to50K",NA,NA
"4757","IL0217",2,"SIX MILE REGIONAL LIBRARY DISTRICT","IL","2001 DELMAR AVENUE",43757,"25to50K",17006981,"Delmar Avenue Main"
"4758","IL0217",3,"GRANITE CITY BRANCH LIBRARY","IL","2145 JOHNSON ROAD",43757,"25to50K",16082978,"Johnson Road Branch"
"4759","IL0218",2,"GRANT PARK PUBLIC LIBRARY","IL","107 WEST TAYLOR STREET",1331,"Under5k",NA,NA
"4760","IL0219",2,"GRAYSLAKE AREA PUBLIC LIBRARY DISTRICT","IL","100 LIBRARY LANE",28172,"25to50K",NA,NA
"4761","IL0220",2,"GROFF MEMORIAL LIBRARY","IL","118 SOUTH MIDDLE",1666,"Under5k",136746,"Grayville Public Library"
"4762","IL0221",2,"GREEN HILLS PUBLIC LIBRARY DISTRICT","IL","8611 WEST 103RD STREET",31533,"25to50K",NA,NA
"4763","IL0222",2,"GREENFIELD PUBLIC LIBRARY","IL","515 CHESTNUT STREET",1071,"Under5k",NA,NA
"4764","IL0223",2,"GREENUP TOWNSHIP PUBLIC LIBRARY","IL","101 NORTH FRANKLIN STREET",2413,"Under5k",NA,NA
"4765","IL0224",2,"GREENVILLE PUBLIC LIBRARY","IL","414 WEST MAIN STREET",7000,"5to25K",NA,NA
"4766","IL0225",2,"GRIDLEY PUBLIC LIBRARY DISTRICT","IL","320 CENTER STREET",2113,"Under5k",NA,NA
"4767","IL0226",2,"GRIGGSVILLE PUBLIC LIBRARY","IL","119 SOUTH COREY STREET",2345,"Under5k",NA,NA
"4768","IL0227",2,"HAMILTON PUBLIC LIBRARY","IL","861 BROADWAY STREET",2951,"Under5k",NA,NA
"4769","IL0228",2,"HANOVER TOWNSHIP LIBRARY","IL","204 JEFFERSON STREET",1201,"Under5k",NA,NA
"4770","IL0229",2,"HARRISBURG PUBLIC LIBRARY DISTRICT","IL","2 WEST WALNUT STREET",13070,"5to25K",136829,"Harrisburg Public Library District"
"4771","IL0230",2,"HARTFORD PUBLIC LIBRARY DISTRICT","IL","143 WEST HAWTHORNE STREET",1429,"Under5k",136379,"Hartford Public Library"
"4772","IL0231",2,"HARVARD DIGGINS LIBRARY","IL","900 EAST MCKINLEY STREET",9447,"5to25K",NA,NA
"4773","IL0232",3,"HARVEY PUBLIC LIBRARY DISTRICT","IL","15441 TURLINGTON AVENUE",25282,"25to50K",135535,"Harvey Public Library District"
"4774","IL0233",2,"HAVANA PUBLIC LIBRARY DISTRICT","IL","201 WEST ADAMS STREET",6627,"5to25K",NA,NA
"4775","IL0234",2,"ALTON SQUARE LIBRARY","IL","132 ALTON SQUARE MALL",49374,"25to50K",72376,"Hayner Branch Library"
"4776","IL0234",6,"DOWNTOWN LIBRARY","IL","326 BELLE STREET",49374,"25to50K",17010672,"Downtown Library"
"4777","IL0234",7,"HAYNER PUBLIC LIBRARY DISTRICT","IL","401 STATE STREET",49374,"25to50K",17010673,"Main Library"
"4778","IL0236",2,"HENDERSON COUNTY PUBLIC LIBRARY DISTRICT","IL","110 HILL CREST DRIVE",7331,"5to25K",136071,"Henderson County Public Library District"
"4779","IL0236",3,"HENDERSON COUNTY PUBLIC LIBRARY DISTRICT BOOKMOBILE","IL","110 HILL CREST DRIVE",7331,"5to25K",NA,NA
"4780","IL0237",2,"HENRY PUBLIC LIBRARY","IL","702 FRONT STREET",2464,"Under5k",NA,NA
"4781","IL0238",2,"HERRICK TOWNSHIP PUBLIC LIBRARY","IL","303 NORTH BROADWAY STREET",626,"Under5k",NA,NA
"4782","IL0239",2,"HERRIN CITY LIBRARY","IL","120 NORTH 13TH STREET",12501,"5to25K",NA,NA
"4783","IL0240",2,"HEYWORTH PUBLIC LIBRARY DISTRICT","IL","119 EAST MAIN STREET",5506,"5to25K",136228,"Heyworth Public Library Dist"
"4784","IL0241",2,"LOUIS LATZER MEMORIAL PUBLIC LIBRARY","IL","1001 NINTH STREET",9919,"5to25K",NA,NA
"4785","IL0242",2,"HIGHLAND PARK PUBLIC LIBRARY","IL","494 LAUREL AVENUE",29763,"25to50K",NA,NA
"4786","IL0243",2,"HIGHWOOD PUBLIC LIBRARY","IL","102 HIGHWOOD AVENUE",5405,"5to25K",NA,NA
"4787","IL0244",2,"HILLSBORO AREA PUBLIC LIBRARY DISTRICT","IL","214 SCHOOL STREET",6207,"5to25K",NA,NA
"4788","IL0245",2,"HILLSIDE PUBLIC LIBRARY","IL","405 NORTH HILLSIDE AVENUE",8157,"5to25K",NA,NA
"4789","IL0246",2,"HINSDALE PUBLIC LIBRARY","IL","20 EAST MAPLE STREET",16816,"5to25K",NA,NA
"4790","IL0247",2,"HODGKINS PUBLIC LIBRARY DISTRICT","IL","6500 WENZ AVENUE",1897,"Under5k",NA,NA
"4791","IL0248",2,"HOMER COMMUNITY LIBRARY","IL","500 EAST SECOND STREET",1193,"Under5k",NA,NA
"4792","IL0249",2,"HOMER TOWNSHIP PUBLIC LIBRARY DISTRICT","IL","14320 WEST 151ST STREET",39059,"25to50K",NA,NA
"4793","IL0249",3,"HOMER TOWNSHIP PUBLIC LIBRARY DISTRICT BOOKMOBILE","IL","14320 WEST 151ST STREET",39059,"25to50K",NA,NA
"4794","IL0250",2,"HOMETOWN PUBLIC LIBRARY","IL","4331 SOUTHWEST HIGHWAY",4349,"Under5k",NA,NA
"4795","IL0251",3,"HOMEWOOD PUBLIC LIBRARY DISTRICT","IL","17917 DIXIE HIGHWAY",19464,"5to25K",NA,NA
"4796","IL0252",2,"HOOPESTON PUBLIC LIBRARY DISTRICT","IL","110 NORTH FOURTH STREET",9683,"5to25K",17007819,"Hoopeston Public Library"
"4797","IL0253",2,"ILLINOIS PRAIRIE DISTRICT PUBLIC LIBRARY","IL","208 EAST PARTRIDGE STREET",21644,"5to25K",NA,NA
"4798","IL0253",4,"MARCELLA SCHNEIDER BRANCH LIBRARY AT GERMANTOWN HILLS","IL","509 WOODLAND KNOLLS ROAD",21644,"5to25K",NA,NA
"4799","IL0253",5,"ROANOKE BRANCH LIBRARY","IL","123 EAST BROAD STREET",21644,"5to25K",NA,NA
"4800","IL0253",6,"SPRING BAY BRANCH LIBRARY","IL","411 ILLINOIS STREET",21644,"5to25K",NA,NA
"4801","IL0253",7,"WASHBURN BRANCH LIBRARY","IL","102 WEST MAGNOLIA DRIVE",21644,"5to25K",NA,NA
"4802","IL0253",9,"BENSON BRANCH LIBRARY","IL","420 EAST FRONT STREET",21644,"5to25K",NA,NA
"4803","IL0254",2,"ILLIOPOLIS/NIANTIC PUBLIC LIBRARY DISTRICT","IL","401 SIXTH AND MARY STREET",2233,"Under5k",NA,NA
"4804","IL0255",2,"INDIAN TRAILS PUBLIC LIBRARY DISTRICT","IL","355 SOUTH SCHOENBECK ROAD",67010,"50to100K",NA,NA
"4805","IL0255",4,"PROSPECT HEIGHTS CONVENIENCE CENTER","IL","99 EAST PALATINE ROAD, SUITE A",67010,"50to100K",NA,NA
"4806","IL0256",2,"ITASCA COMMUNITY LIBRARY","IL","500 WEST IRVING PARK ROAD",8649,"5to25K",135408,"Itasca Community Library"
"4807","IL0257",2,"JACKSONVILLE PUBLIC LIBRARY","IL","201 WEST COLLEGE AVENUE",19446,"5to25K",NA,NA
"4808","IL0258",2,"JERSEYVILLE PUBLIC LIBRARY","IL","105 NORTH LIBERTY STREET",8465,"5to25K",NA,NA
"4809","IL0259",2,"JOHNSBURG PUBLIC LIBRARY DISTRICT","IL","3000 NORTH JOHNSBURG ROAD",12421,"5to25K",NA,NA
"4810","IL0260",2,"JOHNSTON CITY PUBLIC LIBRARY","IL","506 WASHINGTON AVENUE",3543,"Under5k",NA,NA
"4811","IL0261",4,"BLACK ROAD BRANCH","IL","3395 BLACK ROAD",147433,"100Kover",233531,"Joliet Black Road Branch"
"4812","IL0261",5,"JOLIET PUBLIC LIBRARY","IL","150 NORTH OTTAWA STREET",147433,"100Kover",135552,"Joliet Public Library- Main"
"4813","IL0262",2,"JONESBORO PUBLIC LIBRARY","IL","412 SOUTH MAIN STREET",1821,"Under5k",NA,NA
"4814","IL0263",2,"JUSTICE PUBLIC LIBRARY DISTRICT","IL","7641 SOUTH OAK GROVE AVENUE",13707,"5to25K",NA,NA
"4815","IL0264",2,"KANEVILLE PUBLIC LIBRARY DISTRICT","IL","2S101 HARTER ROAD",1264,"Under5k",NA,NA
"4816","IL0265",2,"KANKAKEE PUBLIC LIBRARY","IL","201 EAST MERCHANT STREET",27537,"25to50K",NA,NA
"4817","IL0266",2,"KANSAS COMMUNITY MEMORIAL LIBRARY","IL","107 NORTH FRONT STREET",1003,"Under5k",NA,NA
"4818","IL0267",2,"KEWANEE PUBLIC LIBRARY DISTRICT","IL","102 SOUTH TREMONT STREET",14261,"5to25K",136085,"Kewanee Public Library Dist"
"4819","IL0268",2,"KIRKLAND PUBLIC LIBRARY","IL","513 WEST MAIN STREET",1744,"Under5k",NA,NA
"4820","IL0269",2,"KNOXVILLE PUBLIC LIBRARY","IL","200 EAST MAIN STREET",2911,"Under5k",136089,"Knoxville Public Library"
"4821","IL0270",2,"LACON PUBLIC LIBRARY DISTRICT","IL","205 SIXTH STREET",1937,"Under5k",NA,NA
"4822","IL0271",2,"LADD PUBLIC LIBRARY DISTRICT","IL","125 NORTH MAIN STREET",1588,"Under5k",NA,NA
"4823","IL0272",2,"IRA C. REED PUBLIC LIBRARY","IL","302 COMMERCIAL STREET",223,"Under5k",NA,NA
"4824","IL0273",2,"LAGRANGE PUBLIC LIBRARY","IL","10 WEST COSSITT AVENUE",15550,"5to25K",NA,NA
"4825","IL0274",2,"LAGRANGE PARK PUBLIC LIBRARY DISTRICT","IL","555 NORTH LA GRANGE ROAD",13579,"5to25K",NA,NA
"4826","IL0275",2,"LAHARPE CARNEGIE PUBLIC LIBRARY DISTRICT","IL","209 EAST MAIN STREET",2026,"Under5k",NA,NA
"4827","IL0276",2,"LAKE BLUFF PUBLIC LIBRARY","IL","123 EAST SCRANTON AVENUE",5722,"5to25K",NA,NA
"4828","IL0277",2,"LAKE FOREST LIBRARY","IL","360 EAST DEERPATH ROAD",19375,"5to25K",NA,NA
"4829","IL0278",2,"LAKE VILLA PUBLIC LIBRARY DISTRICT","IL","140 NORTH MUNN ROAD",40276,"25to50K",NA,NA
"4830","IL0279",2,"LAMOILLE-CLARION PUBLIC LIBRARY DISTRICT","IL","81 MAIN STREET",1832,"Under5k",NA,NA
"4831","IL0280",2,"GREATER WEST CENTRAL PUBLIC LIBRARY DISTRICT","IL","202 NORTH CENTER STREET",4731,"Under5k",NA,NA
"4832","IL0280",3,"PLYMOUTH BRANCH LIBRARY","IL","103 WEST MAIN STREET",4731,"Under5k",72863,"Plymouth Branch Library"
"4833","IL0280",4,"BOWEN BRANCH LIBRARY","IL","116 EAST FIFTH STREET",4731,"Under5k",72816,"Bowen Branch Library"
"4834","IL0280",5,"GOLDEN BRANCH LIBRARY","IL","309 QUINCY STREET",4731,"Under5k",72832,"Golden Branch Library"
"4835","IL0281",2,"LANARK PUBLIC LIBRARY","IL","111-B SOUTH BROAD STREET",1457,"Under5k",NA,NA
"4836","IL0282",2,"LANSING PUBLIC LIBRARY","IL","2750 INDIANA AVENUE",28331,"25to50K",135561,"Lansing Public Library"
"4837","IL0283",2,"LASALLE PUBLIC LIBRARY","IL","305 MARQUETTE STREET",9609,"5to25K",NA,NA
"4838","IL0284",2,"LAWRENCE PUBLIC LIBRARY DISTRICT","IL","814 12TH STREET",16833,"5to25K",136559,"Lawrence Public Library District"
"4839","IL0285",2,"LEBANON PUBLIC LIBRARY DISTRICT","IL","314 WEST SAINT LOUIS STREET",4418,"Under5k",NA,NA
"4840","IL0286",2,"LEMONT PUBLIC LIBRARY DISTRICT","IL","50 EAST WEND STREET",21685,"5to25K",NA,NA
"4841","IL0287",2,"LENA COMMUNITY DISTRICT LIBRARY","IL","300 WEST MASON STREET",5301,"5to25K",NA,NA
"4842","IL0288",2,"LEWISTOWN CARNEGIE PUBLIC LIBRARY DISTRICT","IL","321 WEST LINCOLN AVENUE",5413,"5to25K",NA,NA
"4843","IL0289",2,"LEXINGTON PUBLIC LIBRARY DISTRICT","IL","207 SOUTH CEDAR STREET",2945,"Under5k",NA,NA
"4844","IL0290",2,"LINCOLN PUBLIC LIBRARY DISTRICT","IL","725 PEKIN STREET",14504,"5to25K",NA,NA
"4845","IL0290",3,"ANNEX BRANCH","IL","622 BROADWAY STREET",14504,"5to25K",NA,NA
"4846","IL0292",2,"LISLE LIBRARY DISTRICT","IL","777 FRONT STREET",28504,"25to50K",NA,NA
"4847","IL0293",2,"LITCHFIELD PUBLIC LIBRARY DISTRICT","IL","400 NORTH STATE STREET",8992,"5to25K",NA,NA
"4848","IL0294",2,"A. HERR SMITH & E.E. SMITH LODA TOWNSHIP LIBRARY","IL","105 EAST ADAMS STREET",1461,"Under5k",NA,NA
"4849","IL0295",2,"HELEN M. PLUM MEMORIAL PUBLIC LIBRARY DISTRICT","IL","110 WEST MAPLE STREET",43160,"25to50K",NA,NA
"4850","IL0296",2,"LOSTANT COMMUNITY LIBRARY","IL","102 WEST THIRD STREET",912,"Under5k",NA,NA
"4851","IL0297",2,"LOVINGTON PUBLIC LIBRARY DISTRICT","IL","110 WEST STATE STREET",1843,"Under5k",NA,NA
"4852","IL0298",2,"LYONS PUBLIC LIBRARY","IL","4209 JOLIET AVENUE",10729,"5to25K",NA,NA
"4853","IL0299",2,"M-C RIVER VALLEY PUBLIC LIBRARY DISTRICT","IL","304 MAIN STREET",1738,"Under5k",136673,"M C River Valley Pub Lib Dist"
"4854","IL0300",2,"MCCOOK PUBLIC LIBRARY DISTRICT","IL","8419 WEST 50TH STREET",228,"Under5k",NA,NA
"4855","IL0301",2,"MCHENRY PUBLIC LIBRARY DISTRICT","IL","809 FRONT STREET",42023,"25to50K",NA,NA
"4856","IL0302",2,"RIVER EAST PUBLIC LIBRARY","IL","813 WEST IL ROUTE 120",4478,"Under5k",NA,NA
"4857","IL0303",2,"MACKINAW DISTRICT PUBLIC LIBRARY","IL","117 SOUTH MAIN STREET",5231,"5to25K",NA,NA
"4858","IL0304",2,"MOUNT HOPE-FUNK'S GROVE TOWNSHIPS PUBLIC LIBRARY DISTRICT","IL","111 SOUTH HAMILTON STREET",1348,"Under5k",NA,NA
"4859","IL0305",2,"MCCOY MEMORIAL LIBRARY","IL","130 SOUTH WASHINGTON STREET",2883,"Under5k",NA,NA
"4860","IL0306",2,"MACOMB PUBLIC LIBRARY DISTRICT","IL","235 SOUTH LAFAYETTE STREET",21516,"5to25K",NA,NA
"4861","IL0307",2,"SOUTH MACON PUBLIC LIBRARY DISTRICT","IL","451 WEST GLENN STREET",2263,"Under5k",NA,NA
"4862","IL0308",2,"MADISON PUBLIC LIBRARY","IL","1700 FIFTH STREET",3891,"Under5k",136388,"Madison Public Library"
"4863","IL0309",2,"MAHOMET PUBLIC LIBRARY DISTRICT","IL","1702 EAST OAK STREET",13765,"5to25K",NA,NA
"4864","IL0310",2,"MALTA TOWNSHIP PUBLIC LIBRARY","IL","203 EAST ADAMS STREET",1608,"Under5k",NA,NA
"4865","IL0311",2,"MANHATTAN-ELWOOD PUBLIC LIBRARY DISTRICT","IL","240 WHITSON STREET",13166,"5to25K",NA,NA
"4866","IL0312",2,"FORMAN VALLEY PUBLIC LIBRARY DISTRICT","IL","404 1/2 SOUTH HARRISON STREET",6309,"5to25K",NA,NA
"4867","IL0313",2,"BLUE RIDGE TOWNSHIP PUBLIC LIBRARY","IL","116 EAST OLIVER STREET",1480,"Under5k",NA,NA
"4868","IL0314",2,"MANTENO PUBLIC LIBRARY DISTRICT","IL","10 SOUTH WALNUT STREET",12432,"5to25K",NA,NA
"4869","IL0315",2,"MAPLE PARK PUBLIC LIBRARY DISTRICT","IL","302 WILLOW STREET",1706,"Under5k",NA,NA
"4870","IL0316",2,"MAQUON PUBLIC LIBRARY DISTRICT","IL","210 MAIN STREET",1970,"Under5k",136097,"Maquon District Public Library"
"4871","IL0317",2,"MARENGO-UNION PUBLIC LIBRARY DISTRICT","IL","19714 EAST GRANT HIGHWAY",13933,"5to25K",NA,NA
"4872","IL0318",3,"MARION CARNEGIE LIBRARY","IL","206 SOUTH MARKET STREET",17193,"5to25K",136842,"Marion Carnegie Library"
"4873","IL0319",2,"MARISSA AREA PUBLIC LIBRARY DISTRICT","IL","212 NORTH MAIN STREET",3363,"Under5k",136466,"Marissa Public Library"
"4874","IL0320",2,"MARKHAM PUBLIC LIBRARY","IL","16640 SOUTH KEDZIE AVENUE",12508,"5to25K",135539,"Markham Public Library"
"4875","IL0320",3,"MARKHAM PUBLIC LIBRARY BOOKMOBILE","IL","16640 SOUTH KEDZIE AVENUE",12508,"5to25K",NA,NA
"4876","IL0321",2,"MAROA PUBLIC LIBRARY DISTRICT","IL","305 EAST GARFIELD STREET",2869,"Under5k",136237,"Maroa Public Library"
"4877","IL0322",2,"MARQUETTE HEIGHTS PUBLIC LIBRARY","IL","715 LINCOLN ROAD",2824,"Under5k",NA,NA
"4878","IL0323",2,"MARROWBONE PUBLIC LIBRARY DISTRICT","IL","216 WEST MAIN STREET",2629,"Under5k",NA,NA
"4879","IL0324",2,"MARSEILLES PUBLIC LIBRARY","IL","155 EAST BLUFF STREET",5094,"5to25K",136005,"Marseilles Public Library"
"4880","IL0325",2,"MARSHALL PUBLIC LIBRARY","IL","612 ARCHER AVENUE",3933,"Under5k",NA,NA
"4881","IL0326",2,"MARTINSVILLE PUBLIC LIBRARY DISTRICT","IL","120 EAST CUMBERLAND STREET",2401,"Under5k",NA,NA
"4882","IL0327",2,"MASCOUTAH PUBLIC LIBRARY","IL","3 WEST CHURCH STREET",7483,"5to25K",136469,"Mascoutah Public Library"
"4883","IL0328",2,"MASON CITY PUBLIC LIBRARY DISTRICT","IL","820 WEST CHESTNUT STREET",3729,"Under5k",NA,NA
"4884","IL0329",2,"MATTESON PUBLIC LIBRARY","IL","801 SOUTH SCHOOL AVENUE",19009,"5to25K",NA,NA
"4885","IL0330",2,"MATTOON PUBLIC LIBRARY","IL","1600 CHARLESTON AVENUE",18555,"5to25K",NA,NA
"4886","IL0331",2,"MAYWOOD PUBLIC LIBRARY DISTRICT","IL","121 SOUTH FIFTH AVENUE",24090,"5to25K",NA,NA
"4887","IL0333",2,"MELVIN PUBLIC LIBRARY","IL","102 SOUTH CENTER STREET",608,"Under5k",NA,NA
"4888","IL0334",2,"GRAVES-HUME PUBLIC LIBRARY DISTRICT","IL","1401 WEST MAIN STREET",7372,"5to25K",NA,NA
"4889","IL0335",2,"EDWARDS RIVER PUBLIC LIBRARY DISTRICT","IL","412 EAST MAIN STREET",4826,"Under5k",NA,NA
"4890","IL0336",2,"METROPOLIS PUBLIC LIBRARY","IL","317 METROPOLIS STREET",6537,"5to25K",136844,"Metropolis Public Library"
"4891","IL0337",2,"MIDLOTHIAN PUBLIC LIBRARY","IL","14701 SOUTH KENTON AVENUE",14819,"5to25K",NA,NA
"4892","IL0338",2,"MILFORD DISTRICT LIBRARY","IL","2 SOUTH GRANT AVENUE",2452,"Under5k",NA,NA
"4893","IL0339",2,"MILLEDGEVILLE PUBLIC LIBRARY DISTRICT","IL","18 WEST FIFTH STREET",1366,"Under5k",NA,NA
"4894","IL0340",2,"MILLSTADT LIBRARY","IL","115 WEST LAUREL STREET",4011,"Under5k",NA,NA
"4895","IL0341",2,"MINERAL-GOLD PUBLIC LIBRARY DISTRICT","IL","120 EAST MAIN STREET",664,"Under5k",NA,NA
"4896","IL0342",2,"H.A. PEINE PUBLIC LIBRARY DISTRICT","IL","202 NORTH MAIN STREET",1575,"Under5k",NA,NA
"4897","IL0343",2,"FILGER PUBLIC LIBRARY","IL","261 EAST FIFTH STREET",2078,"Under5k",NA,NA
"4898","IL0344",2,"MOKENA COMMUNITY PUBLIC LIBRARY DISTRICT","IL","11327 WEST 195TH STREET",20539,"5to25K",NA,NA
"4899","IL0345",2,"MOLINE PUBLIC LIBRARY","IL","3210 41ST STREET",43489,"25to50K",NA,NA
"4900","IL0346",2,"EDWARD CHIPMAN PUBLIC LIBRARY","IL","126 NORTH LOCUST STREET",6837,"5to25K",NA,NA
"4901","IL0347",2,"MONTICELLO TOWNSHIP LIBRARY","IL","4000 GREEN APPLE LANE",5906,"5to25K",NA,NA
"4902","IL0348",2,"MOORE MEMORIAL LIBRARY DISTRICT","IL","509 MAIN STREET",711,"Under5k",NA,NA
