"","FSCSKEY","FSCS_SEQ","LIBNAME","STABR","ADDRESS","POPU_LSA","POP_CATEGORY","ros_entity_number","ros_entity_name"
"11139","NY0004",16,"CLINTON HILL","NY","380 WASHINGTON AVENUE",2504700,"100Kover",12188,"Clinton Hill Branch Library"
"11140","NY0004",17,"CONEY ISLAND","NY","1901 MERMAID AVENUE",2504700,"100Kover",11973,"Coney Island Branch Library"
"11141","NY0004",18,"CORTELYOU","NY","1305 CORTELYOU ROAD",2504700,"100Kover",12013,"Cortelyou Branch Library"
"11142","NY0004",19,"CROWN HEIGHTS","NY","560 NEW YORK AVENUE",2504700,"100Kover",11990,"Crown Hts Branch Library"
"11143","NY0004",20,"CYPRESS HILLS","NY","1197 SUTTER AVENUE",2504700,"100Kover",11671,"Cypress Hills Branch Library"
"11144","NY0004",21,"DEKALB","NY","790 BUSHWICK AVENUE",2504700,"100Kover",11930,"De Kalb Branch Library"
"11145","NY0004",22,"DYKER","NY","8202 13TH AVENUE",2504700,"100Kover",12024,"Dyker Branch Library"
"11146","NY0004",23,"EAST FLATBUSH","NY","9612 CHURCH AVENUE",2504700,"100Kover",11750,"East Flatbush Branch Library"
"11147","NY0004",24,"EASTERN PARKWAY","NY","1044 EASTERN PARKWAY",2504700,"100Kover",11784,"Eastern Parkway Branch Library"
"11148","NY0004",25,"FLATBUSH","NY","22 LINDEN BOULEVARD",2504700,"100Kover",11996,"Flatbush Branch Library"
"11149","NY0004",26,"FLATLANDS","NY","2065 FLATBUSH AVENUE",2504700,"100Kover",12124,"Flatlands Branch Library"
"11150","NY0004",27,"FORT HAMILTON","NY","9424 4TH AVENUE",2504700,"100Kover",11688,"Fort Hamilton Branch Library"
"11151","NY0004",28,"GERRITSEN BEACH","NY","2808 GERRITSEN AVENUE",2504700,"100Kover",12055,"Gerritsen Beach Branch Library"
"11152","NY0004",29,"GRAVESEND","NY","303 AVENUE X",2504700,"100Kover",11967,"Gravesend Branch Library"
"11153","NY0004",30,"GREENPOINT","NY","107 NORMAN AVENUE",2504700,"100Kover",11946,"Greenpoint Branch Library"
"11154","NY0004",31,"HIGHLAWN","NY","1664 WEST 13TH STREET",2504700,"100Kover",11953,"Highlawn Branch Library"
"11155","NY0004",32,"HOMECREST","NY","2525 CONEY ISLAND AVENUE",2504700,"100Kover",11963,"Homecrest Branch Library"
"11156","NY0004",33,"JAMAICA BAY","NY","9727 SEAVIEW AVENUE",2504700,"100Kover",12177,"Jamaca Bay Branch Library"
"11157","NY0004",34,"KENSINGTON","NY","410 DITMAS AVENUE",2504700,"100Kover",11872,"Kensington Branch Library"
"11158","NY0004",35,"KINGS BAY","NY","3650 NOSTRAND AVENUE",2504700,"100Kover",12051,"Kings Bay Branch Library"
"11159","NY0004",36,"KINGS HIGHWAY","NY","2115 OCEAN AVENUE",2504700,"100Kover",12032,"Kings Highway Branch Library"
"11160","NY0004",37,"LEONARD","NY","81 DEVOE STREET",2504700,"100Kover",NA,NA
"11161","NY0004",38,"MACON","NY","361 LEWIS AVENUE",2504700,"100Kover",12098,"Macon Branch Library"
"11162","NY0004",39,"MAPLETON","NY","1702 60TH STREET",2504700,"100Kover",11566,"Mapleton Branch Library"
"11163","NY0004",40,"MARCY","NY","617 DEKALB AVENUE",2504700,"100Kover",11836,"Marcy Branch Library"
"11164","NY0004",41,"MCKINLEY PARK","NY","6802 FORT HAMILTON PARKWAY",2504700,"100Kover",11909,"Mckinley Park Branch Library"
"11165","NY0004",42,"MIDWOOD","NY","975 EAST 16TH STREET",2504700,"100Kover",12066,"Midwood Branch Library"
"11166","NY0004",43,"MILL BASIN","NY","2385 RALPH AVENUE",2504700,"100Kover",12129,"Mill Basin Branch Library"
"11167","NY0004",44,"NEW LOTS","NY","665 NEW LOTS AVENUE",2504700,"100Kover",11641,"New Lots Branch Library"
"11168","NY0004",45,"NEW UTRECHT","NY","1743 86TH STREET",2504700,"100Kover",11799,"New Utrecht Branch Library"
"11169","NY0004",46,"PACIFIC","NY","25 FOURTH AVENUE",2504700,"100Kover",11860,"Pacific Branch Library"
"11170","NY0004",47,"PAERDEGAT","NY","850 EAST 59TH STREET",2504700,"100Kover",12121,"Paerdegat Branch Library"
"11171","NY0004",48,"PARK SLOPE","NY","431 6TH AVENUE",2504700,"100Kover",11824,"Park Slope Branch Library"
"11172","NY0004",49,"RED HOOK","NY","7 WOLCOTT STREET",2504700,"100Kover",NA,NA
"11173","NY0004",50,"RUGBY","NY","1000 UTICA AVENUE",2504700,"100Kover",11537,"Rugby Branch Library"
"11174","NY0004",51,"RYDER","NY","5902 23RD AVENUE",2504700,"100Kover",11568,"Ryder Branch Library"
"11175","NY0004",52,"SARATOGA","NY","8 THOMAS S. BOYLAND STREET",2504700,"100Kover",157069,"Saratoga Branch Library"
"11176","NY0004",53,"SHEEPSHEAD BAY","NY","2636 EAST 14TH STREET",2504700,"100Kover",12145,"Sheepshead Bay Branch Library"
"11177","NY0004",54,"SPRING CREEK","NY","12143 FLATLANDS AVENUE",2504700,"100Kover",11650,"Spring Creek Branch Library"
"11178","NY0004",55,"STONE AVENUE","NY","581 MOTHER (ALTICE) GASTON BLVD.",2504700,"100Kover",11764,"Stone Avenue Branch Library"
"11179","NY0004",56,"SUNSET PARK","NY","5108 4TH AVENUE",2504700,"100Kover",11914,"Sunset Park Branch Library"
"11180","NY0004",57,"ULMER PARK","NY","2602 BATH AVENUE",2504700,"100Kover",11805,"Ulmer Park Branch Library"
"11181","NY0004",58,"WALT WHITMAN","NY","93 ST. EDWARDS ST.",2504700,"100Kover",11582,"Walt Whitman Branch Library"
"11182","NY0004",59,"WASHINGTON IRVING","NY","360 IRVING AVENUE",2504700,"100Kover",12186,"Washington Irving Br Library"
"11183","NY0004",60,"WILLIAMSBURGH","NY","240 DIVISION AVENUE",2504700,"100Kover",11735,"Williamsburg Branch Library"
"11184","NY0004",61,"WINDSOR TERRACE","NY","160 EAST 5TH STREET",2504700,"100Kover",11868,"Windsor Terrace Branch Library"
"11185","NY0004",62,"KIDSMOBILE","NY","10 GRAND ARMY PLAZA",2504700,"100Kover",NA,NA
"11186","NY0004",63,"BOOKMOBILE (TRANSIT VAN)","NY","10 GRAND ARMY PLAZA",2504700,"100Kover",NA,NA
"11187","NY0004",65,"BOOKMOBILE","NY","10 GRAND ARMY PLAZA",2504700,"100Kover",NA,NA
"11188","NY0004",66,"BOOKMOBILE","NY","10 GRAND ARMY PLAZA",2504700,"100Kover",NA,NA
"11189","NY0005",2,"BUFFALO & ERIE COUNTY PUBLIC LIBRARY SYSTEM","NY","1 LAFAYETTE SQUARE",919040,"100Kover",224695,"Buffalo And Erie County Public Library System (Central Library)"
"11190","NY0005",4,"JAMES L. CRANE BRANCH LIBRARY","NY","633 ELMWOOD AVENUE",919040,"100Kover",15471,"James L. Crane Branch Library"
"11191","NY0005",5,"J. P. DUDLEY BRANCH LIBRARY","NY","2010 SOUTH PARK AVENUE",919040,"100Kover",15440,"J. P. Dudley Branch Library"
"11192","NY0005",6,"EAST CLINTON BRANCH LIBRARY","NY","1929 EAST CLINTON STREET",919040,"100Kover",15321,"East Clinton Branch Library"
"11193","NY0005",7,"LEROY R. COLES, JR. BRANCH LIBRARY","NY","1187 EAST DELEVAN AVENUE",919040,"100Kover",15403,"Leroy R. Coles, Jr. Branch Library (Formerly East Delavan Branch Library)"
"11194","NY0005",13,"ISA�AS GONZ�LEZ-SOTO BRANCH LIBRARY","NY","280 PORTER AVENUE",919040,"100Kover",15294,"Isaías González-Soto Branch Library (Formerly Niagara Branch Library)"
"11195","NY0005",15,"NORTH PARK BRANCH LIBRARY","NY","975 HERTEL AVENUE",919040,"100Kover",15409,"North Park Branch Library"
"11196","NY0005",17,"ELAINE M. PANTY BRANCH LIBRARY","NY","820 TONAWANDA STREET",919040,"100Kover",15325,"Elaine M. Panty Branch Library (Formerly Riverside Branch Library)"
"11197","NY0005",22,"FRANK E. MERRIWEATHER, JR. LIBRARY","NY","1324 JEFFERSON AVE.",919040,"100Kover",15338,"Frank E. Merriweather,  Jr. Library"
"11198","NY0005",23,"BOOKMOBILE","NY","1 LAFAYETTE SQUARE",919040,"100Kover",17003721,"Bookmobile"
"11199","NY0005",23,"BOOKMOBILE","NY","1 LAFAYETTE SQUARE",919040,"100Kover",17030570,"Bookmobile #2"
"11200","NY0006",2,"NEWSTEAD PUBLIC LIBRARY","NY","33 MAIN STREET",8594,"5to25K",124759,"Newstead Public Library"
"11201","NY0007",2,"EWELL FREE LIBRARY","NY","13280 BROADWAY",10865,"5to25K",124762,"Ewell Free Library"
"11202","NY0008",2,"ANGOLA PUBLIC LIBRARY","NY","34 NORTH MAIN STREET",2127,"Under5k",124764,"Angola Public Library"
